Level_Type,Area_Type,Area_Name,Borough,Month,Median_Rent
Detail,neighborhood,Howard Beach,Queens,2019-05,
Detail,neighborhood,Jackson Heights,Queens,2019-05,1992
Detail,neighborhood,Jamaica,Queens,2019-05,2170
Detail,neighborhood,Jamaica Estates,Queens,2019-05,1895
Detail,neighborhood,Jamaica Hills,Queens,2019-05,
Detail,neighborhood,Kew Gardens,Queens,2019-05,2050
Detail,neighborhood,Kew Gardens Hills,Queens,2019-05,1833
Detail,neighborhood,Laurelton,Queens,2019-05,
Detail,neighborhood,Little Neck,Queens,2019-05,
Detail,neighborhood,Long Island City,Queens,2019-05,3250
Detail,neighborhood,Maspeth,Queens,2019-05,2050
Detail,neighborhood,Middle Village,Queens,2019-05,2200
Detail,neighborhood,New Hyde Park,Queens,2019-05,
Detail,neighborhood,North Corona,Queens,2019-05,2325
Detail,neighborhood,Oakland Gardens,Queens,2019-05,1750
Detail,neighborhood,Ozone Park,Queens,2019-05,
Detail,neighborhood,Pomonok,Queens,2019-05,
Detail,neighborhood,Queens Village,Queens,2019-05,
Detail,neighborhood,Rego Park,Queens,2019-05,1950
Detail,neighborhood,Richmond Hill,Queens,2019-05,1675
Detail,neighborhood,Ridgewood,Queens,2019-05,2599
Detail,neighborhood,Rockaway All,Queens,2019-05,1895
Detail,neighborhood,Rosedale,Queens,2019-05,
Detail,neighborhood,South Jamaica,Queens,2019-05,
Detail,neighborhood,South Ozone Park,Queens,2019-05,
Detail,neighborhood,South Richmond Hill,Queens,2019-05,
Detail,neighborhood,Springfield Gardens,Queens,2019-05,
Detail,neighborhood,St. Albans,Queens,2019-05,
Detail,neighborhood,Sunnyside,Queens,2019-05,1950
Detail,neighborhood,Utopia,Queens,2019-05,
Detail,neighborhood,Whitestone,Queens,2019-05,2200
Detail,neighborhood,Woodhaven,Queens,2019-05,1750
Detail,neighborhood,Woodside,Queens,2019-05,1995
Aggregation,borough,All Queens,Queens,2019-06,2300
Detail,neighborhood,Astoria,Queens,2019-06,2300
Detail,neighborhood,Auburndale,Queens,2019-06,1900
Detail,neighborhood,Bayside,Queens,2019-06,2100
Detail,neighborhood,Bellerose,Queens,2019-06,
Detail,neighborhood,Briarwood,Queens,2019-06,1825
Detail,neighborhood,Brookville,Queens,2019-06,
Detail,neighborhood,Cambria Heights,Queens,2019-06,
Detail,neighborhood,Clearview,Queens,2019-06,
Detail,neighborhood,College Point,Queens,2019-06,
Detail,neighborhood,Corona,Queens,2019-06,2305
Detail,neighborhood,Douglaston,Queens,2019-06,
Detail,neighborhood,East Elmhurst,Queens,2019-06,
Detail,neighborhood,Elmhurst,Queens,2019-06,2125
Detail,neighborhood,Floral Park,Queens,2019-06,
Detail,neighborhood,Flushing,Queens,2019-06,2000
Detail,neighborhood,Forest Hills,Queens,2019-06,2100
Detail,neighborhood,Fresh Meadows,Queens,2019-06,
Detail,neighborhood,Glen Oaks,Queens,2019-06,
Detail,neighborhood,Glendale,Queens,2019-06,2000
Detail,neighborhood,Hillcrest,Queens,2019-06,2500
Detail,neighborhood,Hollis,Queens,2019-06,
Detail,neighborhood,Howard Beach,Queens,2019-06,
Detail,neighborhood,Jackson Heights,Queens,2019-06,2000
Detail,neighborhood,Jamaica,Queens,2019-06,2170
Detail,neighborhood,Jamaica Estates,Queens,2019-06,1895
Detail,neighborhood,Jamaica Hills,Queens,2019-06,
Detail,neighborhood,Kew Gardens,Queens,2019-06,2031
Detail,neighborhood,Kew Gardens Hills,Queens,2019-06,2025
Detail,neighborhood,Laurelton,Queens,2019-06,
Detail,neighborhood,Little Neck,Queens,2019-06,
Detail,neighborhood,Long Island City,Queens,2019-06,3272
Detail,neighborhood,Maspeth,Queens,2019-06,2200
Detail,neighborhood,Middle Village,Queens,2019-06,2000
Detail,neighborhood,New Hyde Park,Queens,2019-06,
Detail,neighborhood,North Corona,Queens,2019-06,1850
Detail,neighborhood,Oakland Gardens,Queens,2019-06,1975
Detail,neighborhood,Ozone Park,Queens,2019-06,
Detail,neighborhood,Pomonok,Queens,2019-06,
Detail,neighborhood,Queens Village,Queens,2019-06,
Detail,neighborhood,Rego Park,Queens,2019-06,2052
Detail,neighborhood,Richmond Hill,Queens,2019-06,1713
Detail,neighborhood,Ridgewood,Queens,2019-06,2676
Detail,neighborhood,Rockaway All,Queens,2019-06,2050
Detail,neighborhood,Rosedale,Queens,2019-06,
Detail,neighborhood,South Jamaica,Queens,2019-06,
Detail,neighborhood,South Ozone Park,Queens,2019-06,
Detail,neighborhood,South Richmond Hill,Queens,2019-06,
Detail,neighborhood,Springfield Gardens,Queens,2019-06,
Detail,neighborhood,St. Albans,Queens,2019-06,1525
Detail,neighborhood,Sunnyside,Queens,2019-06,1950
Detail,neighborhood,Utopia,Queens,2019-06,
Detail,neighborhood,Whitestone,Queens,2019-06,2200
Detail,neighborhood,Woodhaven,Queens,2019-06,1725
Detail,neighborhood,Woodside,Queens,2019-06,1975
Aggregation,borough,All Queens,Queens,2019-07,2300
Detail,neighborhood,Astoria,Queens,2019-07,2350
Detail,neighborhood,Auburndale,Queens,2019-07,1650
Detail,neighborhood,Bayside,Queens,2019-07,2000
Detail,neighborhood,Bellerose,Queens,2019-07,
Detail,neighborhood,Briarwood,Queens,2019-07,1757
Detail,neighborhood,Brookville,Queens,2019-07,
Detail,neighborhood,Cambria Heights,Queens,2019-07,
Detail,neighborhood,Clearview,Queens,2019-07,
Detail,neighborhood,College Point,Queens,2019-07,
Detail,neighborhood,Corona,Queens,2019-07,2215
Detail,neighborhood,Douglaston,Queens,2019-07,
Detail,neighborhood,East Elmhurst,Queens,2019-07,
Detail,neighborhood,Elmhurst,Queens,2019-07,2098
Detail,neighborhood,Floral Park,Queens,2019-07,
Detail,neighborhood,Flushing,Queens,2019-07,2000
Detail,neighborhood,Forest Hills,Queens,2019-07,2200
Detail,neighborhood,Fresh Meadows,Queens,2019-07,
Detail,neighborhood,Glen Oaks,Queens,2019-07,
Detail,neighborhood,Glendale,Queens,2019-07,2100
Detail,neighborhood,Hillcrest,Queens,2019-07,2300
Detail,neighborhood,Hollis,Queens,2019-07,
Detail,neighborhood,Howard Beach,Queens,2019-07,
Detail,neighborhood,Jackson Heights,Queens,2019-07,2100
Detail,neighborhood,Jamaica,Queens,2019-07,2170
Detail,neighborhood,Jamaica Estates,Queens,2019-07,1884
Detail,neighborhood,Jamaica Hills,Queens,2019-07,1875
Detail,neighborhood,Kew Gardens,Queens,2019-07,1950
Detail,neighborhood,Kew Gardens Hills,Queens,2019-07,2008
Detail,neighborhood,Laurelton,Queens,2019-07,
Detail,neighborhood,Little Neck,Queens,2019-07,
Detail,neighborhood,Long Island City,Queens,2019-07,3298
Detail,neighborhood,Maspeth,Queens,2019-07,2199
Detail,neighborhood,Middle Village,Queens,2019-07,2200
Detail,neighborhood,New Hyde Park,Queens,2019-07,
Detail,neighborhood,North Corona,Queens,2019-07,2495
Detail,neighborhood,Oakland Gardens,Queens,2019-07,2075
Detail,neighborhood,Ozone Park,Queens,2019-07,
Detail,neighborhood,Pomonok,Queens,2019-07,
Detail,neighborhood,Queens Village,Queens,2019-07,
Detail,neighborhood,Rego Park,Queens,2019-07,2100
Detail,neighborhood,Richmond Hill,Queens,2019-07,1688
Detail,neighborhood,Ridgewood,Queens,2019-07,2700
Detail,neighborhood,Rockaway All,Queens,2019-07,2050
Detail,neighborhood,Rosedale,Queens,2019-07,
Detail,neighborhood,South Jamaica,Queens,2019-07,
Detail,neighborhood,South Ozone Park,Queens,2019-07,
Detail,neighborhood,South Richmond Hill,Queens,2019-07,
Detail,neighborhood,Springfield Gardens,Queens,2019-07,
Detail,neighborhood,St. Albans,Queens,2019-07,
Detail,neighborhood,Sunnyside,Queens,2019-07,1997
Detail,neighborhood,Utopia,Queens,2019-07,
Detail,neighborhood,Whitestone,Queens,2019-07,2300
Detail,neighborhood,Woodhaven,Queens,2019-07,1750
Detail,neighborhood,Woodside,Queens,2019-07,2000
Aggregation,borough,All Queens,Queens,2019-08,2300
Detail,neighborhood,Astoria,Queens,2019-08,2350
Detail,neighborhood,Auburndale,Queens,2019-08,2048
Detail,neighborhood,Bayside,Queens,2019-08,2150
Detail,neighborhood,Bellerose,Queens,2019-08,
Detail,neighborhood,Briarwood,Queens,2019-08,1750
Detail,neighborhood,Brookville,Queens,2019-08,
Detail,neighborhood,Cambria Heights,Queens,2019-08,
Detail,neighborhood,Clearview,Queens,2019-08,
Detail,neighborhood,College Point,Queens,2019-08,
Detail,neighborhood,Corona,Queens,2019-08,2157
Detail,neighborhood,Douglaston,Queens,2019-08,
Detail,neighborhood,East Elmhurst,Queens,2019-08,
Detail,neighborhood,Elmhurst,Queens,2019-08,2095
Detail,neighborhood,Floral Park,Queens,2019-08,
Detail,neighborhood,Flushing,Queens,2019-08,1925
Detail,neighborhood,Forest Hills,Queens,2019-08,2295
Detail,neighborhood,Fresh Meadows,Queens,2019-08,
Detail,neighborhood,Glen Oaks,Queens,2019-08,
Detail,neighborhood,Glendale,Queens,2019-08,2200
Detail,neighborhood,Hillcrest,Queens,2019-08,
Detail,neighborhood,Hollis,Queens,2019-08,
Detail,neighborhood,Howard Beach,Queens,2019-08,
Detail,neighborhood,Jackson Heights,Queens,2019-08,2000
Detail,neighborhood,Jamaica,Queens,2019-08,2178
Detail,neighborhood,Jamaica Estates,Queens,2019-08,1849
Detail,neighborhood,Jamaica Hills,Queens,2019-08,1795
Detail,neighborhood,Kew Gardens,Queens,2019-08,1975
Detail,neighborhood,Kew Gardens Hills,Queens,2019-08,1929
Detail,neighborhood,Laurelton,Queens,2019-08,
Detail,neighborhood,Little Neck,Queens,2019-08,
Detail,neighborhood,Long Island City,Queens,2019-08,3388
Detail,neighborhood,Maspeth,Queens,2019-08,2100
Detail,neighborhood,Middle Village,Queens,2019-08,2050
Detail,neighborhood,New Hyde Park,Queens,2019-08,
Detail,neighborhood,North Corona,Queens,2019-08,1750
Detail,neighborhood,Oakland Gardens,Queens,2019-08,
Detail,neighborhood,Ozone Park,Queens,2019-08,
Detail,neighborhood,Pomonok,Queens,2019-08,
Detail,neighborhood,Queens Village,Queens,2019-08,
Detail,neighborhood,Rego Park,Queens,2019-08,2150
Detail,neighborhood,Richmond Hill,Queens,2019-08,1695
Detail,neighborhood,Ridgewood,Queens,2019-08,2700
Detail,neighborhood,Rockaway All,Queens,2019-08,2065
Detail,neighborhood,Rosedale,Queens,2019-08,
Detail,neighborhood,South Jamaica,Queens,2019-08,
Detail,neighborhood,South Ozone Park,Queens,2019-08,
Detail,neighborhood,South Richmond Hill,Queens,2019-08,
Detail,neighborhood,Springfield Gardens,Queens,2019-08,
Detail,neighborhood,St. Albans,Queens,2019-08,
Detail,neighborhood,Sunnyside,Queens,2019-08,2050
Detail,neighborhood,Utopia,Queens,2019-08,
Detail,neighborhood,Whitestone,Queens,2019-08,2350
Detail,neighborhood,Woodhaven,Queens,2019-08,1788
Detail,neighborhood,Woodside,Queens,2019-08,1900
Aggregation,borough,All Queens,Queens,2019-09,2300
Detail,neighborhood,Astoria,Queens,2019-09,2350
Detail,neighborhood,Auburndale,Queens,2019-09,2100
Detail,neighborhood,Bayside,Queens,2019-09,2200
Detail,neighborhood,Bellerose,Queens,2019-09,
Detail,neighborhood,Briarwood,Queens,2019-09,1900
Detail,neighborhood,Brookville,Queens,2019-09,
Detail,neighborhood,Cambria Heights,Queens,2019-09,
Detail,neighborhood,Clearview,Queens,2019-09,
Detail,neighborhood,College Point,Queens,2019-09,
Detail,neighborhood,Corona,Queens,2019-09,1833
Detail,neighborhood,Douglaston,Queens,2019-09,
Detail,neighborhood,East Elmhurst,Queens,2019-09,
Detail,neighborhood,Elmhurst,Queens,2019-09,1842
Detail,neighborhood,Floral Park,Queens,2019-09,
Detail,neighborhood,Flushing,Queens,2019-09,1900
Detail,neighborhood,Forest Hills,Queens,2019-09,2200
Detail,neighborhood,Fresh Meadows,Queens,2019-09,
Detail,neighborhood,Glen Oaks,Queens,2019-09,
Detail,neighborhood,Glendale,Queens,2019-09,2273
Detail,neighborhood,Hillcrest,Queens,2019-09,
Detail,neighborhood,Hollis,Queens,2019-09,
Detail,neighborhood,Howard Beach,Queens,2019-09,
Detail,neighborhood,Jackson Heights,Queens,2019-09,2000
Detail,neighborhood,Jamaica,Queens,2019-09,2200
Detail,neighborhood,Jamaica Estates,Queens,2019-09,1800
Detail,neighborhood,Jamaica Hills,Queens,2019-09,1850
Detail,neighborhood,Kew Gardens,Queens,2019-09,1900
Detail,neighborhood,Kew Gardens Hills,Queens,2019-09,1950
Detail,neighborhood,Laurelton,Queens,2019-09,
Detail,neighborhood,Little Neck,Queens,2019-09,
Detail,neighborhood,Long Island City,Queens,2019-09,3300
Detail,neighborhood,Maspeth,Queens,2019-09,2200
Detail,neighborhood,Middle Village,Queens,2019-09,2300
Detail,neighborhood,New Hyde Park,Queens,2019-09,
Detail,neighborhood,North Corona,Queens,2019-09,
Detail,neighborhood,Oakland Gardens,Queens,2019-09,
Detail,neighborhood,Ozone Park,Queens,2019-09,
Detail,neighborhood,Pomonok,Queens,2019-09,
Detail,neighborhood,Queens Village,Queens,2019-09,
Detail,neighborhood,Rego Park,Queens,2019-09,2200
Detail,neighborhood,Richmond Hill,Queens,2019-09,
Detail,neighborhood,Ridgewood,Queens,2019-09,2500
Detail,neighborhood,Rockaway All,Queens,2019-09,1999
Detail,neighborhood,Rosedale,Queens,2019-09,
Detail,neighborhood,South Jamaica,Queens,2019-09,
Detail,neighborhood,South Ozone Park,Queens,2019-09,
Detail,neighborhood,South Richmond Hill,Queens,2019-09,
Detail,neighborhood,Springfield Gardens,Queens,2019-09,
Detail,neighborhood,St. Albans,Queens,2019-09,
Detail,neighborhood,Sunnyside,Queens,2019-09,2085
Detail,neighborhood,Utopia,Queens,2019-09,
Detail,neighborhood,Whitestone,Queens,2019-09,2350
Detail,neighborhood,Woodhaven,Queens,2019-09,1788
Detail,neighborhood,Woodside,Queens,2019-09,1900
Aggregation,borough,All Queens,Queens,2019-10,2300
Detail,neighborhood,Astoria,Queens,2019-10,2350
Detail,neighborhood,Auburndale,Queens,2019-10,2000
Detail,neighborhood,Bayside,Queens,2019-10,2200
Detail,neighborhood,Bellerose,Queens,2019-10,
Detail,neighborhood,Briarwood,Queens,2019-10,1850
Detail,neighborhood,Brookville,Queens,2019-10,
Detail,neighborhood,Cambria Heights,Queens,2019-10,
Detail,neighborhood,Clearview,Queens,2019-10,
Detail,neighborhood,College Point,Queens,2019-10,
Detail,neighborhood,Corona,Queens,2019-10,1886
Detail,neighborhood,Douglaston,Queens,2019-10,
Detail,neighborhood,East Elmhurst,Queens,2019-10,
Detail,neighborhood,Elmhurst,Queens,2019-10,1950
Detail,neighborhood,Floral Park,Queens,2019-10,
Detail,neighborhood,Flushing,Queens,2019-10,1843
Detail,neighborhood,Forest Hills,Queens,2019-10,2149
Detail,neighborhood,Fresh Meadows,Queens,2019-10,
Detail,neighborhood,Glen Oaks,Queens,2019-10,
Detail,neighborhood,Glendale,Queens,2019-10,2200
Detail,neighborhood,Hillcrest,Queens,2019-10,
Detail,neighborhood,Hollis,Queens,2019-10,
Detail,neighborhood,Howard Beach,Queens,2019-10,
Detail,neighborhood,Jackson Heights,Queens,2019-10,1950
Detail,neighborhood,Jamaica,Queens,2019-10,2200
Detail,neighborhood,Jamaica Estates,Queens,2019-10,1750
Detail,neighborhood,Jamaica Hills,Queens,2019-10,1895
Detail,neighborhood,Kew Gardens,Queens,2019-10,1875
Detail,neighborhood,Kew Gardens Hills,Queens,2019-10,1985
Detail,neighborhood,Laurelton,Queens,2019-10,
Detail,neighborhood,Little Neck,Queens,2019-10,2498
Detail,neighborhood,Long Island City,Queens,2019-10,3323
Detail,neighborhood,Maspeth,Queens,2019-10,2100
Detail,neighborhood,Middle Village,Queens,2019-10,2450
Detail,neighborhood,New Hyde Park,Queens,2019-10,
Detail,neighborhood,North Corona,Queens,2019-10,
Detail,neighborhood,Oakland Gardens,Queens,2019-10,
Detail,neighborhood,Ozone Park,Queens,2019-10,
Detail,neighborhood,Pomonok,Queens,2019-10,
Detail,neighborhood,Queens Village,Queens,2019-10,
Detail,neighborhood,Rego Park,Queens,2019-10,2000
Detail,neighborhood,Richmond Hill,Queens,2019-10,1675
Detail,neighborhood,Ridgewood,Queens,2019-10,2500
Detail,neighborhood,Rockaway All,Queens,2019-10,2000
Detail,neighborhood,Rosedale,Queens,2019-10,
Detail,neighborhood,South Jamaica,Queens,2019-10,
Detail,neighborhood,South Ozone Park,Queens,2019-10,
Detail,neighborhood,South Richmond Hill,Queens,2019-10,
Detail,neighborhood,Springfield Gardens,Queens,2019-10,
Detail,neighborhood,St. Albans,Queens,2019-10,
Detail,neighborhood,Sunnyside,Queens,2019-10,2125
Detail,neighborhood,Utopia,Queens,2019-10,
Detail,neighborhood,Whitestone,Queens,2019-10,2250
Detail,neighborhood,Woodhaven,Queens,2019-10,1745
Detail,neighborhood,Woodside,Queens,2019-10,1890
Aggregation,borough,All Queens,Queens,2019-11,2299
Detail,neighborhood,Astoria,Queens,2019-11,2300
Detail,neighborhood,Auburndale,Queens,2019-11,2150
Detail,neighborhood,Bayside,Queens,2019-11,2135
Detail,neighborhood,Bellerose,Queens,2019-11,
Detail,neighborhood,Briarwood,Queens,2019-11,1823
Detail,neighborhood,Brookville,Queens,2019-11,
Detail,neighborhood,Cambria Heights,Queens,2019-11,
Detail,neighborhood,Clearview,Queens,2019-11,
Detail,neighborhood,College Point,Queens,2019-11,
Detail,neighborhood,Corona,Queens,2019-11,1913
Detail,neighborhood,Douglaston,Queens,2019-11,
Detail,neighborhood,East Elmhurst,Queens,2019-11,
Detail,neighborhood,Elmhurst,Queens,2019-11,1900
Detail,neighborhood,Floral Park,Queens,2019-11,
Detail,neighborhood,Flushing,Queens,2019-11,1846
Detail,neighborhood,Forest Hills,Queens,2019-11,2111
Detail,neighborhood,Fresh Meadows,Queens,2019-11,
Detail,neighborhood,Glen Oaks,Queens,2019-11,
Detail,neighborhood,Glendale,Queens,2019-11,2100
Detail,neighborhood,Hillcrest,Queens,2019-11,
Detail,neighborhood,Hollis,Queens,2019-11,
Detail,neighborhood,Howard Beach,Queens,2019-11,
Detail,neighborhood,Jackson Heights,Queens,2019-11,2000
Detail,neighborhood,Jamaica,Queens,2019-11,2200
Detail,neighborhood,Jamaica Estates,Queens,2019-11,1625
Detail,neighborhood,Jamaica Hills,Queens,2019-11,2375
Detail,neighborhood,Kew Gardens,Queens,2019-11,1836
Detail,neighborhood,Kew Gardens Hills,Queens,2019-11,1913
Detail,neighborhood,Laurelton,Queens,2019-11,
Detail,neighborhood,Little Neck,Queens,2019-11,
Detail,neighborhood,Long Island City,Queens,2019-11,3245
Detail,neighborhood,Maspeth,Queens,2019-11,2000
Detail,neighborhood,Middle Village,Queens,2019-11,2450
Detail,neighborhood,New Hyde Park,Queens,2019-11,
Detail,neighborhood,North Corona,Queens,2019-11,1775
Detail,neighborhood,Oakland Gardens,Queens,2019-11,
Detail,neighborhood,Ozone Park,Queens,2019-11,2000
Detail,neighborhood,Pomonok,Queens,2019-11,
Detail,neighborhood,Queens Village,Queens,2019-11,
Detail,neighborhood,Rego Park,Queens,2019-11,2111
Detail,neighborhood,Richmond Hill,Queens,2019-11,2050
Detail,neighborhood,Ridgewood,Queens,2019-11,2498
Detail,neighborhood,Rockaway All,Queens,2019-11,1997
Detail,neighborhood,Rosedale,Queens,2019-11,
Detail,neighborhood,South Jamaica,Queens,2019-11,
Detail,neighborhood,South Ozone Park,Queens,2019-11,
Detail,neighborhood,South Richmond Hill,Queens,2019-11,
Detail,neighborhood,Springfield Gardens,Queens,2019-11,
Detail,neighborhood,St. Albans,Queens,2019-11,
Detail,neighborhood,Sunnyside,Queens,2019-11,2050
Detail,neighborhood,Utopia,Queens,2019-11,
Detail,neighborhood,Whitestone,Queens,2019-11,2400
Detail,neighborhood,Woodhaven,Queens,2019-11,1800
Detail,neighborhood,Woodside,Queens,2019-11,2025
Aggregation,borough,All Queens,Queens,2019-12,2250
Detail,neighborhood,Astoria,Queens,2019-12,2295
Detail,neighborhood,Auburndale,Queens,2019-12,1895
Detail,neighborhood,Bayside,Queens,2019-12,2150
Detail,neighborhood,Bellerose,Queens,2019-12,
Detail,neighborhood,Briarwood,Queens,2019-12,1750
Detail,neighborhood,Brookville,Queens,2019-12,
Detail,neighborhood,Cambria Heights,Queens,2019-12,
Detail,neighborhood,Clearview,Queens,2019-12,
Detail,neighborhood,College Point,Queens,2019-12,
Detail,neighborhood,Corona,Queens,2019-12,1986
Detail,neighborhood,Douglaston,Queens,2019-12,
Detail,neighborhood,East Elmhurst,Queens,2019-12,
Detail,neighborhood,Elmhurst,Queens,2019-12,1863
Detail,neighborhood,Floral Park,Queens,2019-12,
Detail,neighborhood,Flushing,Queens,2019-12,1850
Detail,neighborhood,Forest Hills,Queens,2019-12,2160
Detail,neighborhood,Fresh Meadows,Queens,2019-12,
Detail,neighborhood,Glen Oaks,Queens,2019-12,
Detail,neighborhood,Glendale,Queens,2019-12,2100
Detail,neighborhood,Hillcrest,Queens,2019-12,
Detail,neighborhood,Hollis,Queens,2019-12,
Detail,neighborhood,Howard Beach,Queens,2019-12,
Detail,neighborhood,Jackson Heights,Queens,2019-12,1999
Detail,neighborhood,Jamaica,Queens,2019-12,2200
Detail,neighborhood,Jamaica Estates,Queens,2019-12,1785
Detail,neighborhood,Jamaica Hills,Queens,2019-12,1850
Detail,neighborhood,Kew Gardens,Queens,2019-12,1863
Detail,neighborhood,Kew Gardens Hills,Queens,2019-12,1810
Detail,neighborhood,Laurelton,Queens,2019-12,
Detail,neighborhood,Little Neck,Queens,2019-12,
Detail,neighborhood,Long Island City,Queens,2019-12,3195
Detail,neighborhood,Maspeth,Queens,2019-12,1950
Detail,neighborhood,Middle Village,Queens,2019-12,2100
Detail,neighborhood,New Hyde Park,Queens,2019-12,
Detail,neighborhood,North Corona,Queens,2019-12,2100
Detail,neighborhood,Oakland Gardens,Queens,2019-12,
Detail,neighborhood,Ozone Park,Queens,2019-12,
Detail,neighborhood,Pomonok,Queens,2019-12,
Detail,neighborhood,Queens Village,Queens,2019-12,
Detail,neighborhood,Rego Park,Queens,2019-12,2101
Detail,neighborhood,Richmond Hill,Queens,2019-12,1850
Detail,neighborhood,Ridgewood,Queens,2019-12,2400
Detail,neighborhood,Rockaway All,Queens,2019-12,2000
Detail,neighborhood,Rosedale,Queens,2019-12,
Detail,neighborhood,South Jamaica,Queens,2019-12,
Detail,neighborhood,South Ozone Park,Queens,2019-12,
Detail,neighborhood,South Richmond Hill,Queens,2019-12,
Detail,neighborhood,Springfield Gardens,Queens,2019-12,
Detail,neighborhood,St. Albans,Queens,2019-12,
Detail,neighborhood,Sunnyside,Queens,2019-12,2078
Detail,neighborhood,Utopia,Queens,2019-12,
Detail,neighborhood,Whitestone,Queens,2019-12,2300
Detail,neighborhood,Woodhaven,Queens,2019-12,1725
Detail,neighborhood,Woodside,Queens,2019-12,2125
Aggregation,borough,All Queens,Queens,2020-01,2300
Detail,neighborhood,Astoria,Queens,2020-01,2308
Detail,neighborhood,Auburndale,Queens,2020-01,1823
Detail,neighborhood,Bayside,Queens,2020-01,2100
Detail,neighborhood,Bellerose,Queens,2020-01,
Detail,neighborhood,Briarwood,Queens,2020-01,1786
Detail,neighborhood,Brookville,Queens,2020-01,
Detail,neighborhood,Cambria Heights,Queens,2020-01,
Detail,neighborhood,Clearview,Queens,2020-01,
Detail,neighborhood,College Point,Queens,2020-01,
Detail,neighborhood,Corona,Queens,2020-01,2075
Detail,neighborhood,Douglaston,Queens,2020-01,
Detail,neighborhood,East Elmhurst,Queens,2020-01,
Detail,neighborhood,Elmhurst,Queens,2020-01,1900
Detail,neighborhood,Floral Park,Queens,2020-01,
Detail,neighborhood,Flushing,Queens,2020-01,1893
Detail,neighborhood,Forest Hills,Queens,2020-01,2105
Detail,neighborhood,Fresh Meadows,Queens,2020-01,
Detail,neighborhood,Glen Oaks,Queens,2020-01,
Detail,neighborhood,Glendale,Queens,2020-01,2185
Detail,neighborhood,Hillcrest,Queens,2020-01,
Detail,neighborhood,Hollis,Queens,2020-01,
Detail,neighborhood,Howard Beach,Queens,2020-01,
Detail,neighborhood,Jackson Heights,Queens,2020-01,2100
Detail,neighborhood,Jamaica,Queens,2020-01,2188
Detail,neighborhood,Jamaica Estates,Queens,2020-01,1895
Detail,neighborhood,Jamaica Hills,Queens,2020-01,
Detail,neighborhood,Kew Gardens,Queens,2020-01,1895
Detail,neighborhood,Kew Gardens Hills,Queens,2020-01,1925
Detail,neighborhood,Laurelton,Queens,2020-01,1900
Detail,neighborhood,Little Neck,Queens,2020-01,
Detail,neighborhood,Long Island City,Queens,2020-01,3161
Detail,neighborhood,Maspeth,Queens,2020-01,1950
Detail,neighborhood,Middle Village,Queens,2020-01,2200
Detail,neighborhood,New Hyde Park,Queens,2020-01,
Detail,neighborhood,North Corona,Queens,2020-01,2450
Detail,neighborhood,Oakland Gardens,Queens,2020-01,1900
Detail,neighborhood,Ozone Park,Queens,2020-01,
Detail,neighborhood,Pomonok,Queens,2020-01,
Detail,neighborhood,Queens Village,Queens,2020-01,
Detail,neighborhood,Rego Park,Queens,2020-01,2105
Detail,neighborhood,Richmond Hill,Queens,2020-01,1850
Detail,neighborhood,Ridgewood,Queens,2020-01,2500
Detail,neighborhood,Rockaway All,Queens,2020-01,1942
Detail,neighborhood,Rosedale,Queens,2020-01,
Detail,neighborhood,South Jamaica,Queens,2020-01,
Detail,neighborhood,South Ozone Park,Queens,2020-01,
Detail,neighborhood,South Richmond Hill,Queens,2020-01,
Detail,neighborhood,Springfield Gardens,Queens,2020-01,
Detail,neighborhood,St. Albans,Queens,2020-01,
Detail,neighborhood,Sunnyside,Queens,2020-01,2010
Detail,neighborhood,Utopia,Queens,2020-01,
Detail,neighborhood,Whitestone,Queens,2020-01,2300
Detail,neighborhood,Woodhaven,Queens,2020-01,1800
Detail,neighborhood,Woodside,Queens,2020-01,1950
Aggregation,borough,All Queens,Queens,2020-02,2350
Detail,neighborhood,Astoria,Queens,2020-02,2395
Detail,neighborhood,Auburndale,Queens,2020-02,1950
Detail,neighborhood,Bayside,Queens,2020-02,1900
Detail,neighborhood,Bellerose,Queens,2020-02,
Detail,neighborhood,Briarwood,Queens,2020-02,1770
Detail,neighborhood,Brookville,Queens,2020-02,
Detail,neighborhood,Cambria Heights,Queens,2020-02,
Detail,neighborhood,Clearview,Queens,2020-02,
Detail,neighborhood,College Point,Queens,2020-02,
Detail,neighborhood,Corona,Queens,2020-02,1909
Detail,neighborhood,Douglaston,Queens,2020-02,
Detail,neighborhood,East Elmhurst,Queens,2020-02,2275
Detail,neighborhood,Elmhurst,Queens,2020-02,2000
Detail,neighborhood,Floral Park,Queens,2020-02,
Detail,neighborhood,Flushing,Queens,2020-02,2075
Detail,neighborhood,Forest Hills,Queens,2020-02,2150
Detail,neighborhood,Fresh Meadows,Queens,2020-02,
Detail,neighborhood,Glen Oaks,Queens,2020-02,
Detail,neighborhood,Glendale,Queens,2020-02,2175
Detail,neighborhood,Hillcrest,Queens,2020-02,
Detail,neighborhood,Hollis,Queens,2020-02,
Detail,neighborhood,Howard Beach,Queens,2020-02,
Detail,neighborhood,Jackson Heights,Queens,2020-02,2100
Detail,neighborhood,Jamaica,Queens,2020-02,2229
Detail,neighborhood,Jamaica Estates,Queens,2020-02,2075
Detail,neighborhood,Jamaica Hills,Queens,2020-02,
Detail,neighborhood,Kew Gardens,Queens,2020-02,2000
Detail,neighborhood,Kew Gardens Hills,Queens,2020-02,1898
Detail,neighborhood,Laurelton,Queens,2020-02,2250
Detail,neighborhood,Little Neck,Queens,2020-02,
